id;ubicacion;municipio_id;municipio;provincia;departamento
639;San Miguel VSAT;COR055;San Miguel;Corrientes;San Miguel
1075;;SAL031;La Candelaria;Salta;La Candelaria
1139;;CAT003;Andalgalá;Catamarca;Andalgala
880;Aconquija-HTAL;CAT003;Andalgalá;Catamarca;Andalgala
788;;SLU003;Anchorena;San Luis;Gobernador Dupuy
787;;SLU003;Anchorena;San Luis;Gobernador Dupuy
943;Punto Digital;CBA158;Jesús María;Córdoba;Colon
108;Jesus Maria - Predio festival de Doma y Folklore;CBA158;Jesús María;Córdoba;Colon
107;Jesus Maria - Plaza Pio Leon;CBA158;Jesús María;Córdoba;Colon
1122;;CBA307;Río Segundo;Córdoba;Rio Segundo
324;;COR049;Saladas;Corrientes;Saladas
405;;SGO013;Colonia Alpina;Santiago del Estero;Rivadavia
675;Municipalidad;JUJ004;Aguas Calientes;Jujuy;El Carmen
559;;LAP075;Veinticinco de Mayo;La Pampa;Puelen
369;Colonia El Sauzal;LAP075;Veinticinco de Mayo;La Pampa;Puelen
558;Colonia Chica;LAP075;Veinticinco de Mayo;La Pampa;Puelen
346;;SFE180;Lanteri;Santa Fe;General Obligado
1179;;RNO057;Mamuel Choique;Río Negro;Ñorquinco
578;Plaza Municipio;SFE351;Villa Minetti;Santa Fe;Nueve de Julio
944;PD Cerri;BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
234;Punto Digital BB;BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
23;Plaza Andres Morel (Cerri);BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
21;Manuel Molina y Pacifico;BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
19;Plaza del Algarrobo;BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
24;Plaza Adrian Morado;BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
20;Skate Park;BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
18;Plaza Roberto Achaval (Ingeniero White);BUE008;Bahía Blanca;Buenos Aires;Bahia Blanca
1277;;CBA071;Chucul;Córdoba;Rio Cuarto
1239;;TUC007;Amaichá del Valle;Tucumán;Tafi del Valle
1238;;TUC007;Amaichá del Valle;Tucumán;Tafi del Valle
701;;SJU011;Rivadavia;San Juan;Rivadavia
693;;CHU047;Doctor Atilio Viglione;Chubut;Tehuelches
1026;;CBA380;Vicuña Mackenna;Córdoba;Rio Cuarto
1092;;ERI020;General Galarza;Entre Ríos;Gualeguay
389;Tunuyan - Delegacion Municipal;MZA017;Tunuyán;Mendoza;Tunuyan
692;Delegacion Municipal, Colonia Las Rosas;MZA017;Tunuyán;Mendoza;Tunuyan
915;Punto Digital Rio Hondo;SGO078;Termas de Río Hondo;Santiago del Estero;Rio Hondo
205;Municipalidad;SGO078;Termas de Río Hondo;Santiago del Estero;Rio Hondo
206;Direccion de Turismo;SGO078;Termas de Río Hondo;Santiago del Estero;Rio Hondo
1253;;NEU032;Quili Malal;Neuquén;Picunches
590;;MIS013;Candelaria;Misiones;Candelaria
869;Plaza Municipio;TUC013;Bella Vista;Tucumán;Leales
656;oficina de informacion turistica;CHU038;Río Pico;Chubut;Tehuelches
345;;SFE040;Calchaquí;Santa Fe;Vera
457;Plaza de la Estación;BUE056;General Viamonte;Buenos Aires;General Viamonte
1067;;BUE056;General Viamonte;Buenos Aires;General Viamonte
1106;;TUC097;Simoca;Tucumán;Simoca
380;Municipalidad  - Media Agua;SJU015;Sarmiento;San Juan;Sarmiento
561;;CBA301;Rincón;Córdoba;Rio Segundo
695;Punto Digital;BUE102;Ramallo;Buenos Aires;Ramallo
935;Punto Digital;JUJ047;San Salvador de Jujuy;Jujuy;Doctor Manuel Belgrano
217;Punto Digital;JUJ047;San Salvador de Jujuy;Jujuy;Doctor Manuel Belgrano
703;Comuna;CHU011;Cushamen;Chubut;Cushamen
325;;COR025;Itá Ibaté;Corrientes;General Paz
1305;;SAL057;Vaqueros;Salta;La Caldera
803;;LAP034;Intendente Alvear;La Pampa;Chapaleufu
804;;LAP034;Intendente Alvear;La Pampa;Chapaleufu
643;Barrio Arturo illia;BUE001;Adolfo Alsina;Buenos Aires;Adolfo Alsina
644;Plaza Levalle;BUE001;Adolfo Alsina;Buenos Aires;Adolfo Alsina
1216;;SAL059;Tolar Grande;Salta;Los Andes
1309;;SAL059;Tolar Grande;Salta;Los Andes
1316;;TUC100;Tafí del Valle;Tucumán;Tafi del Valle
1317;;TUC100;Tafí del Valle;Tucumán;Tafi del Valle
208;Plaza Gdor Critto;TUC100;Tafí del Valle;Tucumán;Tafi del Valle
708;Rama Caida;MZA015;San Rafael;Mendoza;San Rafael
1059;;BUE042;General Alvarado;Buenos Aires;General Alvarado
1061;;SFE116;Colonia Esther;Santa Fe;San Justo
929;Punto Digital;MZA003;Guaymallén;Mendoza;Guaymallen
153;Mdza - Guaymallen;MZA003;Guaymallén;Mendoza;Guaymallen
613;;CBA419;Villa San Isidro;Córdoba;Santa Maria
307;Municipalidad;CHA063;Santa Sylvina;Chaco;Fray Justo Santa Maria de Oro
759;;RNO028;Ñorquincó;Río Negro;Ñorquinco
760;Las Plumas;CHU029;Las Plumas;Chubut;Martires
297;Municipalidad de Villa Olivari VSAT;COR064;Villa Olivari;Corrientes;Ituzaingo
1275;;CBA317;Salsipuedes;Córdoba;Colon
591;Centro Cultural  La Morocha ;MIS012;Campo Viera;Misiones;Obera
1274;;SFE217;Miguel Torres;Santa Fe;General Lopez
818;;CBA221;Los Cisnes;Córdoba;Juarez Celman
941;Punto Digital(Parque educativo Zona Noroeste);CBA100;Córdoba;Córdoba;Capital
942;Punto Digital(Parque educativo Zona Sur);CBA100;Córdoba;Córdoba;Capital
104;Plaza de los Presidentes Argentinos Cordobeses  La Industria ;CBA100;Córdoba;Córdoba;Capital
103;Plaza San Martin;CBA100;Córdoba;Córdoba;Capital
1211;;MIS052;Montecarlo;Misiones;Montecarlo
160;Punto Digital;MIS052;Montecarlo;Misiones;Montecarlo
781;;CHA046;Miraflores;Chaco;General Güemes
301;Municipalidad de Chavarria VSAT;COR006;Chavarría;Corrientes;San Roque
1020;Punto Digital;SAL014;El Carril;Salta;Chicoana
